REGION;N°CIRC;CIRCONSCRIPTION;NB BV;INSCRITS;VOTANTS;BULLETINS NULS;BULLETINS BLANCS;GRP. POL.;NOM CAND;SCORE;%;RESULTAT;Annee
PORO;163;BORON, DIKODOUGOU ET GUIEMBE, COMMUNES ET SOUS- PREFECTURES;103;28 727;13999;246;363;RHDP;COULIBALY ISSA;6 287;45,71%;ELU;2025
PORO;163;BORON, DIKODOUGOU ET GUIEMBE, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;BAKAYOKO DAOUDA TENEMANGAN;3 849;27,99%;;2025
PORO;163;BORON, DIKODOUGOU ET GUIEMBE, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;SORO KADOGNON CHARLES;243;1,77%;;2025
PORO;163;BORON, DIKODOUGOU ET GUIEMBE, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;AMINATA OUATTARA;3 011;21,89%;;2025
PORO;164;BOUGOU, KATOGO ET M'BENGUE, COMMUNES ET SOUS- PREFECTURES;102;32 495;20095;218;640;INDEPENDANT;SORO NGOLOGNINHE MAMADOU;7 806;39,27%;;2025
PORO;164;BOUGOU, KATOGO ET M'BENGUE, COMMUNES ET SOUS- PREFECTURES;;;;;;RHDP;COULIBALY ALI KADER;11 349;57,10%;ELU;2025
PORO;164;BOUGOU, KATOGO ET M'BENGUE, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;DIABATE HAMIDOU;82;0,41%;;2025
PORO;165;KATIALI ET NIOFOIN, COMMUNES ET SOUS-PREFECTURES;61;16 977;11753;267;225;RHDP;SORO FOBEH;4 605;40,09%;;2025
PORO;165;KATIALI ET NIOFOIN, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;SORO ZANA;6 656;57,95%;ELU;2025
PORO;166;DASSOUNGBOHO ET TIORONIARADOUGOU, COMMUNES ET SOUS-PREFECTURES;44;14 548;7943;153;179;INDEPENDANT;YEO YALLAMISSA;497;6,38%;;2025
PORO;166;DASSOUNGBOHO ET TIORONIARADOUGOU, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;COULIBALY DIEUDONNE NANGA;3 022;38,79%;;2025
PORO;166;DASSOUNGBOHO ET TIORONIARADOUGOU, COMMUNES ET SOUS-PREFECTURES;;;;;;RHDP;BAMBA KASSOUM;4 092;52,53%;ELU;2025
PORO;167;KARAKORO ET KOMBORODOUGOU, COMMUNES ET SOUS- PREFECTURES;76;19 557;11288;151;118;INDEPENDANT;OUATTARA ADAMA BEMITIAN;6 484;58,22%;ELU;2025
PORO;167;KARAKORO ET KOMBORODOUGOU, COMMUNES ET SOUS- PREFECTURES;;;;;;RHDP;TUO SERIBA;4 535;40,72%;;2025
PORO;168;KANOROBA, NAFOUN ET SIRASSO, COMMUNES ET SOUS- PREFECTURES;66;21 203;12611;205;337;INDEPENDANT;SIRIKI SEKONGO PELEMON;2 868;23,12%;;2025
PORO;168;KANOROBA, NAFOUN ET SIRASSO, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;SILUE NANZOUAN PATRICE;2 109;17,00%;;2025
PORO;168;KANOROBA, NAFOUN ET SIRASSO, COMMUNES ET SOUS- PREFECTURES;;;;;;RHDP;SORO KANIGUI MAMADOU;7 092;57,17%;ELU;2025
PORO;169;KIEMOU ET NAPIE, COMMUNES ET SOUS-PREFECTURES;73;21 396;9378;135;168;INDEPENDANT;SORO SETIENGOLO;1 568;16,96%;;2025
PORO;169;KIEMOU ET NAPIE, COMMUNES ET SOUS-PREFECTURES;;;;;;RHDP;SOULEYMANE SILUE;4 544;49,16%;ELU;2025
PORO;169;KIEMOU ET NAPIE, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;SORO PENATIRGUE;2 963;32,06%;;2025
PORO;170;"KOMBOLOKOURA, KONI ET LATAHA, COMMUNES ET SOUS-
PREFECTURES, KORHOGO SOUS-PREFECTURE";106;34 511;32994;12;1;RHDP;AMADOU COULIBALY;32 981;100,00%;ELU;2025
PORO;171;KORHOGO, VILLE;371;149 223;142250;258;108;RHDP;UNE CÔTE D'IVOIRE EN PAIX PROSPERE ET SOLIDAIRE;141 884;99,92%;ELU;2025
PORO;172;"KAGBOLODOUGOU, SEDIOGO ET SINEMATIALI,
COMMUNES ET SOUS-PREFECTURES";93;30 231;29595;68;13;RHDP;SARASSORO GBOROTON FIDELE;29 514;99,96%;ELU;2025
SAN-PEDRO;173;DOBA ET GABIADJI, COMMUNES ET SOUS-PREFECTURES, SAN PEDRO, SOUS-PREFECTURE;166;46 381;11310;498;130;INDEPENDANT;JEUNESSE NOUVELLE VISION;2 038;18,85%;;2025
SAN-PEDRO;173;DOBA ET GABIADJI, COMMUNES ET SOUS-PREFECTURES, SAN PEDRO, SOUS-PREFECTURE;;;;;;INDEPENDANT;LA VOIX DU PAYSAN POUR UN AVENIR MEILLEUR;415;3,84%;;2025
SAN-PEDRO;173;DOBA ET GABIADJI, COMMUNES ET SOUS-PREFECTURES, SAN PEDRO, SOUS-PREFECTURE;;;;;;RHDP;UNE COTE DIVOIRE EN PAIX PROSPERE ET SOLIDAIRE;4 071;37,65%;ELU;2025
SAN-PEDRO;173;DOBA ET GABIADJI, COMMUNES ET SOUS-PREFECTURES, SAN PEDRO, SOUS-PREFECTURE;;;;;;INDEPENDANT;UNIS AUTOUR DUNE VISION NOUVELLE DE DEVELOPPEMENT;295;2,73%;;2025
SAN-PEDRO;173;DOBA ET GABIADJI, COMMUNES ET SOUS-PREFECTURES, SAN PEDRO, SOUS-PREFECTURE;;;;;;INDEPENDANT;ENSEMBLE POUR LE DEVELOPPEMENT DE GABIADJI DOBA;545;5,04%;;2025
SAN-PEDRO;173;DOBA ET GABIADJI, COMMUNES ET SOUS-PREFECTURES, SAN PEDRO, SOUS-PREFECTURE;;;;;;CODE;ENSEMBLE OSONS LE CHANGEMENT;189;1,75%;;2025
SAN-PEDRO;173;DOBA ET GABIADJI, COMMUNES ET SOUS-PREFECTURES, SAN PEDRO, SOUS-PREFECTURE;;;;;;PDCI-RDA;TOUS ENSEMBLE POUR LA CÔTE DIVOIRE;3 129;28,94%;;2025
SAN-PEDRO;174;DOGBO ET GRAND-BEREBY, COMMUNES ET SOUS- PREFECTURES;102;28 569;7631;191;49;INDEPENDANT;BOGA TOILY;369;4,96%;;2025
SAN-PEDRO;174;DOGBO ET GRAND-BEREBY, COMMUNES ET SOUS- PREFECTURES;;;;;;RHDP;KONAN KOUAME ARMAND;4 970;66,80%;ELU;2025
SAN-PEDRO;174;DOGBO ET GRAND-BEREBY, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;YAO KOUAME BOB;339;4,56%;;2025
SAN-PEDRO;174;DOGBO ET GRAND-BEREBY, COMMUNES ET SOUS- PREFECTURES;;;;;;PDCI-RDA;GNEPO TAKOUO VINCENT CHARLES;1 713;23,02%;;2025
SAN-PEDRO;175;SAN PEDRO, COMMUNE;250;93 355;24880;576;146;INDEPENDANT;SAN-PEDRO, VISION NOUVELLE;870;3,58%;;2025
SAN-PEDRO;175;SAN PEDRO, COMMUNE;;;;;;INDEPENDANT;VISION NOUVELLE;180;0,74%;;2025
SAN-PEDRO;175;SAN PEDRO, COMMUNE;;;;;;INDEPENDANT;DEVELOPPEMENT-ESPOIR-PAIX;3 813;15,69%;;2025
SAN-PEDRO;175;SAN PEDRO, COMMUNE;;;;;;RHDP;UNE COTE DIVOIRE EN PAIX ,PROSPERE ET SOLIDAIRE;12 719;52,33%;ELU;2025
SAN-PEDRO;175;SAN PEDRO, COMMUNE;;;;;;INDEPENDANT;PAIX ET COHESION SOCIALE;3 931;16,17%;;2025
SAN-PEDRO;175;SAN PEDRO, COMMUNE;;;;;;INDEPENDANT;JEUNESSE ENGAGEE NATION TRANSFORMEE;282;1,16%;;2025
SAN-PEDRO;175;SAN PEDRO, COMMUNE;;;;;;INDEPENDANT;ENSEMBLE SAUVONS SAN-PERO;411;1,69%;;2025
SAN-PEDRO;175;SAN PEDRO, COMMUNE;;;;;;CODE;ENSEMBLE, OSONS LE CHANGEMENT;166;0,68%;;2025
SAN-PEDRO;175;SAN PEDRO, COMMUNE;;;;;;PDCI-RDA;TOUS ENSEMBLE POUR LA CÔTE D'IVOIRE;1 786;7,35%;;2025
SAN-PEDRO;176;DAPO-IBOKE, DJAMANDIOKE, OLODIO ET TABOU, COMMUNES ET SOUS-PREFECTURES;99;25 383;8058;280;81;RHDP;KLAIBE TCHIBIO JULIEN;3 173;40,79%;;2025
SAN-PEDRO;176;DAPO-IBOKE, DJAMANDIOKE, OLODIO ET TABOU, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;SABOA KOFFI EDMOND;535;6,88%;;2025
SAN-PEDRO;176;DAPO-IBOKE, DJAMANDIOKE, OLODIO ET TABOU, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;BAROU AFFALA ANDREA SISSIE;69;0,89%;;2025
SAN-PEDRO;176;DAPO-IBOKE, DJAMANDIOKE, OLODIO ET TABOU, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;GNEPA HOTOH DANIEL SEVERIN;147;1,89%;;2025
SAN-PEDRO;176;DAPO-IBOKE, DJAMANDIOKE, OLODIO ET TABOU, COMMUNES ET SOUS-PREFECTURES;;;;;;FPI;HINE DADIE MARIUS;93;1,20%;;2025
SAN-PEDRO;176;DAPO-IBOKE, DJAMANDIOKE, OLODIO ET TABOU, COMMUNES ET SOUS-PREFECTURES;;;;;;PDCI-RDA;GNEPA IROKO JOSEPH;3 680;47,31%;ELU;2025
SAN-PEDRO;177;DJOUROUTOU ET GRABO, COMMUNES ET SOUS- PREFECTURES;66;18 068;4503;138;56;INDEPENDANT;GNEPA DOUBOYOU ALASSANE;367;8,41%;;2025
SAN-PEDRO;177;DJOUROUTOU ET GRABO, COMMUNES ET SOUS- PREFECTURES;;;;;;RHDP;COULIBALY YAYA;2 473;56,66%;ELU;2025
SAN-PEDRO;177;DJOUROUTOU ET GRABO, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;OUELLE IRIKA FRANCIS;727;16,66%;;2025
SAN-PEDRO;177;DJOUROUTOU ET GRABO, COMMUNES ET SOUS- PREFECTURES;;;;;;PDCI-RDA;EBINI WHILLIAMS TANOH;742;17,00%;;2025
SUD-COMOE;178;ABOISSO, COMMUNE;102;42 232;11168;246;49;INDEPENDANT;MAGLOIRE KOUAO ANOMAN;125;1,14%;;2025
SUD-COMOE;178;ABOISSO, COMMUNE;;;;;;INDEPENDANT;AKA EDJOLOHI ETIENNE;368;3,37%;;2025
SUD-COMOE;178;ABOISSO, COMMUNE;;;;;;RHDP;CISSE ABOUBAKARI;4 554;41,70%;;2025
SUD-COMOE;178;ABOISSO, COMMUNE;;;;;;INDEPENDANT;BANGA LOUIS PHILIPPE ARTHUR;788;7,21%;;2025
SUD-COMOE;178;ABOISSO, COMMUNE;;;;;;PDCI-RDA;N'GOUAN JEREMIE ALFRED;5 038;46,13%;ELU;2025
SUD-COMOE;179;ABOISSO, SOUS-PREFECTURE, ADAOU, ADJOUAN, KOUAKRO ET MAFERE, COMMUNES ET SOUS- PREFECTURES;141;46 549;17283;317;99;RHDP;AKA AOUELE;11 268;66,42%;ELU;2025
SUD-COMOE;179;ABOISSO, SOUS-PREFECTURE, ADAOU, ADJOUAN, KOUAKRO ET MAFERE, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;ELIDJE ANGORA;4 799;28,29%;;2025
SUD-COMOE;179;ABOISSO, SOUS-PREFECTURE, ADAOU, ADJOUAN, KOUAKRO ET MAFERE, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;MIEZAN AKATCHI ROGER;164;0,97%;;2025
SUD-COMOE;179;ABOISSO, SOUS-PREFECTURE, ADAOU, ADJOUAN, KOUAKRO ET MAFERE, COMMUNES ET SOUS- PREFECTURES;;;;;;PDCI-RDA;NZALASSE OUANDA FRANCIS;636;3,75%;;2025
SUD-COMOE;180;AYAME, BIANOUAN ET YAOU, COMMUNES ET SOUS- PREFECTURES;62;20 423;8734;500;51;INDEPENDANT;N'GUESSAN AKA BLEDOU FIDELE;177;2,15%;;2025
SUD-COMOE;180;AYAME, BIANOUAN ET YAOU, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;ELLOGNE EBA KOUTOUA SEVERIN CHRISTIAN;1 895;23,01%;;2025
SUD-COMOE;180;AYAME, BIANOUAN ET YAOU, COMMUNES ET SOUS- PREFECTURES;;;;;;RHDP;KAKOU BROU;3 651;44,34%;ELU;2025
SUD-COMOE;180;AYAME, BIANOUAN ET YAOU, COMMUNES ET SOUS- PREFECTURES;;;;;;PDCI-RDA;AMIAN MEHAD DOMINIQUE;2 460;29,88%;;2025
SUD-COMOE;181;ADIAKE, ASSINIE-MAFIA ET ETUEBOUE, COMMUNES ET SOUS-PREFECTURES;94;32 509;14212;327;46;RHDP;SIE HIEN;8 047;57,95%;ELU;2025
SUD-COMOE;181;ADIAKE, ASSINIE-MAFIA ET ETUEBOUE, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;ADJE AIME;5 195;37,41%;;2025
SUD-COMOE;181;ADIAKE, ASSINIE-MAFIA ET ETUEBOUE, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;BAKILIS MASODA DONNALD;32;0,23%;;2025
SUD-COMOE;181;ADIAKE, ASSINIE-MAFIA ET ETUEBOUE, COMMUNES ET SOUS-PREFECTURES;;;;;;PDCI-RDA;KASSI EDGARD ELOH;432;3,11%;;2025
SUD-COMOE;181;ADIAKE, ASSINIE-MAFIA ET ETUEBOUE, COMMUNES ET SOUS-PREFECTURES;;;;;;MGC;KAKOU FOBA ANTOINE;133;0,96%;;2025
SUD-COMOE;182;BONGO ET BONOUA, COMMUNES ET SOUS-PREFECTURES;152;56 912;12764;325;50;INDEPENDANT;KOUAME KOUASSI JEAN MICHEL;746;6,00%;;2025
SUD-COMOE;182;BONGO ET BONOUA, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;YAMOUSSOUN MOSSOUN CLEMENT;1 033;8,30%;;2025
SUD-COMOE;182;BONGO ET BONOUA, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;MIESSAN DANIEL;1 599;12,85%;;2025
SUD-COMOE;182;BONGO ET BONOUA, COMMUNES ET SOUS-PREFECTURES;;;;;;RHDP;TRAORE ABDOUL AZIZ;2 018;16,22%;;2025
SUD-COMOE;182;BONGO ET BONOUA, COMMUNES ET SOUS-PREFECTURES;;;;;;ADCI;BOKA ANOUMAN ANGE MICHEL;171;1,37%;;2025
SUD-COMOE;182;BONGO ET BONOUA, COMMUNES ET SOUS-PREFECTURES;;;;;;EDS;ECRA ELIDJE JOSEPH;709;5,70%;;2025
SUD-COMOE;182;BONGO ET BONOUA, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;AYEMOU ABLI PATRICE;220;1,77%;;2025
SUD-COMOE;182;BONGO ET BONOUA, COMMUNES ET SOUS-PREFECTURES;;;;;;PDCI-RDA;KOUA MAMAN CECILE EPOUSE ADJE;5 893;47,38%;ELU;2025
SUD-COMOE;183;GRAND-BASSAM, COMMUNE ET SOUS-PREFECTURE;155;62 844;9830;113;93;INDEPENDANT;DA GUY RICHARD;594;6,11%;;2025
SUD-COMOE;183;GRAND-BASSAM, COMMUNE ET SOUS-PREFECTURE;;;;;;INDEPENDANT;SYLLA IBRAHIM;239;2,46%;;2025
SUD-COMOE;183;GRAND-BASSAM, COMMUNE ET SOUS-PREFECTURE;;;;;;INDEPENDANT;BONI KOFFI MICHEL;164;1,69%;;2025
SUD-COMOE;183;GRAND-BASSAM, COMMUNE ET SOUS-PREFECTURE;;;;;;RHDP;COULIBALY SERIBA;5 036;51,83%;ELU;2025
SUD-COMOE;183;GRAND-BASSAM, COMMUNE ET SOUS-PREFECTURE;;;;;;INDEPENDANT;YAO RENE KOUAKOU;98;1,01%;;2025
SUD-COMOE;183;GRAND-BASSAM, COMMUNE ET SOUS-PREFECTURE;;;;;;INDEPENDANT;LOUA NYELEKE FELIX;774;7,97%;;2025
SUD-COMOE;183;GRAND-BASSAM, COMMUNE ET SOUS-PREFECTURE;;;;;;PDCI-RDA - EDS;OUEGNIN GEORGES ARMAND ALEXIS;2 719;27,98%;;2025
SUD-COMOE;184;NOE, NOUAMOU ET TIAPOUM, COMMUNES ET SOUS- PREFECTURES;62;17 411;8000;261;42;RHDP;BAKARY KAMARA;2 933;37,90%;;2025
SUD-COMOE;184;NOE, NOUAMOU ET TIAPOUM, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;SANGARE ISSA;3 360;43,42%;ELU;2025
SUD-COMOE;184;NOE, NOUAMOU ET TIAPOUM, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;ANDI ADOUALOU ROLAND;740;9,56%;;2025
SUD-COMOE;184;NOE, NOUAMOU ET TIAPOUM, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;KONATE SEYDOU;522;6,75%;;2025
SUD-COMOE;184;NOE, NOUAMOU ET TIAPOUM, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;DONGO ABDOUL FATAOU;103;1,33%;;2025
SUD-COMOE;184;NOE, NOUAMOU ET TIAPOUM, COMMUNES ET SOUS- PREFECTURES;;;;;;ADCI;SOBO ELIAMON N'HINZAN;39;0,50%;;2025
TCHOLOGO;185;"BILIMONO, KONG ET SIKOLO, COMMUNES ET SOUS-
PREFECTURES";103;25 546;23651;26;11;RHDP;UNE COTE DIVOIRE EN PAIX,PROSPERE ET SOLIDAIRE;23 614;99,95%;ELU;2025
TCHOLOGO;186;FERKESSEDOUGOU,COMMUNE;84;33 780;12675;239;80;INDEPENDANT;SANOGO MASSANPIENWORO SEYDOU;1 781;14,32%;;2025
TCHOLOGO;186;FERKESSEDOUGOU,COMMUNE;;;;;;RHDP;KONE LASSINA;10 575;85,04%;ELU;2025
TCHOLOGO;187;"FERKESSEDOUGOU, SOUS PREFECTURE, KOUMBALA ET
TOGONIERE, COMMUNES ET SOUS-PREFECTURES";106;31 066;26516;91;82;RHDP;SILUE GNENEYERI JACQUES;26 343;99,69%;ELU;2025
TCHOLOGO;188;"DIAWALA, NIELLE, ET TOUMOUKRO, COMMUNES ET SOUS-
PREFECTURES";131;43 211;40576;83;87;RHDP;SANOGO MAMADOU;40 406;99,79%;ELU;2025
TCHOLOGO;189;"KAOUARA ET OUANGOLODOUGOU, COMMUNES ET SOUS-
PREFECTURES";78;27 287;19350;163;141;RHDP;TRAORE DRISSA;19 046;99,27%;ELU;2025
TONKPI;190;BIANKOUMA, BLAPLEU, KPATA ET SANTA, COMMUNES ET SOUS-PREFECTURES;113;37 201;14810;113;150;INDEPENDANT;GBOGBO KANDO;1 401;9,53%;;2025
TONKPI;190;BIANKOUMA, BLAPLEU, KPATA ET SANTA, COMMUNES ET SOUS-PREFECTURES;;;;;;RHDP;GUEI SINGA MIREILLE CHANTAL;11 734;79,84%;ELU;2025
TONKPI;190;BIANKOUMA, BLAPLEU, KPATA ET SANTA, COMMUNES ET SOUS-PREFECTURES;;;;;;PDCI-RDA;SOUMAHORO DJENEBA;1 412;9,61%;;2025
TONKPI;191;GBANGBEGOUINE, GBONNE ET GOUINE, COMMUNES ET SOUS-PREFECTURES;60;15 101;7589;239;94;RHDP;WOI MELA GASTON AIME;3 693;50,24%;ELU;2025
TONKPI;191;GBANGBEGOUINE, GBONNE ET GOUINE, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;GUEI SONGUY NDONKA EVRARD;415;5,65%;;2025
TONKPI;191;GBANGBEGOUINE, GBONNE ET GOUINE, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;DRO BAUDOUIN WILFRIED;2 276;30,97%;;2025
TONKPI;191;GBANGBEGOUINE, GBONNE ET GOUINE, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;VEHI ALPHONSE;119;1,62%;;2025
TONKPI;191;GBANGBEGOUINE, GBONNE ET GOUINE, COMMUNES ET SOUS-PREFECTURES;;;;;;FPI;GOUE JULES;467;6,35%;;2025
TONKPI;191;GBANGBEGOUINE, GBONNE ET GOUINE, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;BLE HUYO KANO;182;2,48%;;2025
TONKPI;191;GBANGBEGOUINE, GBONNE ET GOUINE, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;ZOH ZRANWE JEAN YVES;104;1,41%;;2025
TONKPI;192;SIPILOU ET YORODOUGOU, COMMUNES ET SOUS- PREFECTURES;47;14 298;6588;84;88;INDEPENDANT;DIOMANDE DRO JOEL;1 865;28,67%;ELU;2025
TONKPI;192;SIPILOU ET YORODOUGOU, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;KEITA ADAMA;690;10,61%;;2025
TONKPI;192;SIPILOU ET YORODOUGOU, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;DIOMANDE JEAN-LOUTY;1 570;24,14%;;2025
TONKPI;192;SIPILOU ET YORODOUGOU, COMMUNES ET SOUS- PREFECTURES;;;;;;RHDP;TOKPA MANINGA;1 667;25,63%;;2025
TONKPI;192;SIPILOU ET YORODOUGOU, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;SOPOUDEU ONGNEU SOLANGE;118;1,81%;;2025
TONKPI;192;SIPILOU ET YORODOUGOU, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;LOTTRO SABIAN VALLEY MINSOU;311;4,78%;;2025
TONKPI;192;SIPILOU ET YORODOUGOU, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;YORO LOUTY REBECCA;195;3,00%;;2025
TONKPI;193;DALEU, DANANE, GBON-HOUYE, KOUAN-HOULE ET SEILEU, COMMUNES ET SOUS-PREFECTURES;240;64 623;18599;715;207;INDEPENDANT;AGIR ENSEMBLE POUR LE NIMBA;6 685;37,38%;ELU;2025
TONKPI;193;DALEU, DANANE, GBON-HOUYE, KOUAN-HOULE ET SEILEU, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;TRAVAILLONS POUR BATIR DANANE;721;4,03%;;2025
TONKPI;193;DALEU, DANANE, GBON-HOUYE, KOUAN-HOULE ET SEILEU, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;ACTION SOLIDARITE POUR DANANE;729;4,08%;;2025
TONKPI;193;DALEU, DANANE, GBON-HOUYE, KOUAN-HOULE ET SEILEU, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;ENSEMBLE POUR LE DEVELOPPEMENT DE DANANE;2 283;12,77%;;2025
TONKPI;193;DALEU, DANANE, GBON-HOUYE, KOUAN-HOULE ET SEILEU, COMMUNES ET SOUS-PREFECTURES;;;;;;RHDP;UNE COTE DIVOIRE EN PAIX, PROSPERE ET SOLIDAIRE;5 597;31,30%;;2025
TONKPI;193;DALEU, DANANE, GBON-HOUYE, KOUAN-HOULE ET SEILEU, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;LA JEUNESSE DEBOUT POUR LE DEVELOPPEMENT;672;3,76%;;2025
TONKPI;193;DALEU, DANANE, GBON-HOUYE, KOUAN-HOULE ET SEILEU, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;AIDONS NOS PARENTS;108;0,60%;;2025
TONKPI;193;DALEU, DANANE, GBON-HOUYE, KOUAN-HOULE ET SEILEU, COMMUNES ET SOUS-PREFECTURES;;;;;;PDCI-RDA;TOUS ENSEMBLE POUR LA CÔTE D'IVOIRE;882;4,93%;;2025
TONKPI;194;MAHAPLEU ET ZONNEU, COMMUNES ET SOUS- PREFECTURES;80;22 392;8583;457;108;INDEPENDANT;TOGON OULEI PIERRE;1 664;20,48%;;2025
TONKPI;194;MAHAPLEU ET ZONNEU, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;TIA GOUET BLAISE;340;4,18%;;2025
TONKPI;194;MAHAPLEU ET ZONNEU, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;GOUET CHARLEMAGNE;1 387;17,07%;;2025
TONKPI;194;MAHAPLEU ET ZONNEU, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;GOMUN DOH EMILE CHARLES LEA;1 295;15,94%;;2025
TONKPI;194;MAHAPLEU ET ZONNEU, COMMUNES ET SOUS- PREFECTURES;;;;;;RHDP;KEGBAN KEGBAN BERNARD;3 138;38,62%;ELU;2025
TONKPI;194;MAHAPLEU ET ZONNEU, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;TIA SEUNA ANGELINE;68;0,84%;;2025
TONKPI;194;MAHAPLEU ET ZONNEU, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;DOUMBOUYA MOUHAMED;90;1,11%;;2025
TONKPI;194;MAHAPLEU ET ZONNEU, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;SREU ZOTAHON CYPRIEN;36;0,44%;;2025
TONKPI;195;BOGOUINE, LOGOUALE, YAPLEU ET ZIOGOUINE, COMMUNES ET SOUS-PREFECTURES;66;20 102;8315;331;78;INDEPENDANT;SADIA KOUI SALOMON;516;6,46%;;2025
TONKPI;195;BOGOUINE, LOGOUALE, YAPLEU ET ZIOGOUINE, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;DION NESTOR;881;11,03%;;2025
TONKPI;195;BOGOUINE, LOGOUALE, YAPLEU ET ZIOGOUINE, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;OUEHI FEH BIAYO GISELE EPSE KOFFI;2 681;33,58%;ELU;2025
TONKPI;195;BOGOUINE, LOGOUALE, YAPLEU ET ZIOGOUINE, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;YAKE EVARISTE;570;7,14%;;2025
TONKPI;195;BOGOUINE, LOGOUALE, YAPLEU ET ZIOGOUINE, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;HONGNIN EVARISTE;443;5,55%;;2025
TONKPI;195;BOGOUINE, LOGOUALE, YAPLEU ET ZIOGOUINE, COMMUNES ET SOUS-PREFECTURES;;;;;;RHDP;SERY PASCAL;2 339;29,30%;;2025
TONKPI;195;BOGOUINE, LOGOUALE, YAPLEU ET ZIOGOUINE, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;BLY SEMONDA GISELE;286;3,58%;;2025
TONKPI;195;BOGOUINE, LOGOUALE, YAPLEU ET ZIOGOUINE, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;SIABA ANTOINE-CONSTANT;66;0,83%;;2025
TONKPI;195;BOGOUINE, LOGOUALE, YAPLEU ET ZIOGOUINE, COMMUNES ET SOUS-PREFECTURES;;;;;;PDCI-RDA;DAN GONSAN CHARLES VALENTINI;124;1,55%;;2025
TONKPI;196;FAGNAMPLEU, GBANGBEGOUINE-YATI, PODIAGOUINE, SANDOUGOU-SOBA, SANGOUINE ET ZAGOUE, COMMUNES ET SOUS-PREFECTURES, MAN, SOUS-PREFECTURE;132;39 659;17734;738;243;INDEPENDANT;YAKE GONDO ALFRED;5 002;29,43%;;2025
TONKPI;196;FAGNAMPLEU, GBANGBEGOUINE-YATI, PODIAGOUINE, SANDOUGOU-SOBA, SANGOUINE ET ZAGOUE, COMMUNES ET SOUS-PREFECTURES, MAN, SOUS-PREFECTURE;;;;;;INDEPENDANT;BLEU SOLO MEXIMINE;457;2,69%;;2025
